Date;High price;Low price;Closing price
2004-09-10;693.01;688.67;691.91
2004-09-13;702.97;689.1;702.62
2004-09-14;701.97;695.63;699.57
2004-09-15;705.6;698.77;700.91
2004-09-16;702.87;695.13;700.03
2004-09-17;704.58;699.09;701.86
2004-09-20;701.72;696.82;700.17
2004-09-21;703.2;698.2;700.98
2004-09-22;707.25;699.28;702.1
2004-09-23;701.47;693.19;698.91
2004-09-24;700.31;694.83;697.69
2004-09-27;696.2;690.58;693.55
2004-09-28;696.44;689.76;694.51
2004-09-29;710.01;696.22;709.94
2004-09-30;715.1;704.96;705.76
2004-10-01;717.82;706.24;717.1
2004-10-04;727.64;718.91;726.79
2004-10-05;730.19;721.64;726.7
2004-10-06;726.96;719.85;723.1
2004-10-07;729.25;723.27;723.5
2004-10-08;726.37;718.52;721.73
2004-10-11;723.11;717.11;722.96
2004-10-12;723.32;712.7;716.44
2004-10-13;724.93;717.53;724.19
2004-10-14;724.76;716.44;717.78
2004-10-15;716.39;710.08;713.8
2004-10-18;715.87;711.86;713.09
2004-10-19;726.51;716.52;723.85
2004-10-20;721.21;709.88;713.77
2004-10-21;716.7;707.35;710.9
2004-10-22;707.05;699.8;702.79
2004-10-25;699.12;685;686.33
2004-10-26;691.73;685.71;690.12
2004-10-27;702.49;693.22;701.36
2004-10-28;708.06;702.44;705.07
2004-10-29;708.55;701.79;702.55
2004-11-01;711.52;700.61;711.49
2004-11-02;723.83;711.7;723.72
2004-11-03;729.46;722.19;726.49
2004-11-04;725.71;718.75;722.28
2004-11-05;728.47;724.14;726.54
2004-11-08;730.48;722.55;728.4
2004-11-09;732.79;727.38;727.83
2004-11-10;735.7;729.02;730.27
2004-11-11;737.8;729.18;735.98
2004-11-12;743.42;738.54;742.41
2004-11-15;748.97;740.19;742.64
2004-11-16;743.38;737.02;739.63
2004-11-17;748.99;740.11;748.98
2004-11-18;751.22;745.71;748.44
2004-11-19;748.47;739.29;740.17
2004-11-22;737.98;731.23;735.01
2004-11-23;741.88;736.58;737.83
2004-11-24;742.25;737.34;738.17
2004-11-25;743.86;738.31;743.56
2004-11-26;744.48;739.8;743.52
2004-11-29;753.58;744.26;745.81
2004-11-30;747.69;742.8;743.34
2004-12-01;750.13;742.05;750.13
2004-12-02;755.9;750.54;753.74
2004-12-03;753.85;744.06;744.4
2004-12-06;743.6;737.69;740.45
2004-12-07;747.8;740.44;746.05
2004-12-08;745.17;738.22;740.82
2004-12-09;740.12;731.81;731.91
2004-12-10;738.1;732.86;736.89
2004-12-13;741.76;735.78;738.26
2004-12-14;741.26;736.03;739.11
2004-12-15;743.39;737.13;737.25
2004-12-16;742.58;736.84;739.94
2004-12-17;740.72;728.76;728.94
2004-12-20;736.96;730;735.05
2004-12-21;739.08;733.73;737.69
2004-12-22;743.65;739.12;743.3
2004-12-23;742.47;737.75;741.98
2004-12-27;744.35;739.77;741.89
2004-12-28;744.14;736.61;739.84
2004-12-29;742.05;736.58;740.79
2004-12-30;743.28;740.49;741.88
2005-01-03;750.77;740.23;747.76
2005-01-04;754.67;746.32;753.56
2005-01-05;751.6;744.24;745.23
2005-01-06;751.6;744.24;745.23
2005-01-07;748.65;743.94;748.02
2005-01-10;757.9;748.84;757.45
2005-01-11;758.13;747.22;747.8
2005-01-12;748.77;732.43;734.31
2005-01-13;741.12;733.16;737.36
2005-01-14;743.08;733.95;742.63
2005-01-17;749.18;743.51;747.73
2005-01-18;747.09;739.5;746.16
2005-01-19;748.08;744.59;746.09
2005-01-20;743.27;736.03;736.87
2005-01-21;739.36;734.25;735.1
2005-01-24;733.2;724.73;727.56
2005-01-25;737.49;725.22;736.19
2005-01-26;739.04;733.09;736.73
2005-01-27;744.38;734.86;741.92
2005-01-28;742.43;735.25;735.32
2005-01-31;745.99;736.68;741.5
2005-02-01;750.55;739.98;750.06
2005-02-02;756.55;749.74;754.04
2005-02-03;755.22;748.9;750.12
2005-02-04;757.98;750.15;755.57
2005-02-07;765.69;758.61;765.69
2005-02-08;766.75;762.57;762.98
2005-02-09;771.69;759.3;769.05
2005-02-10;763;754.69;755.63
2005-02-11;767.98;758.54;766.82
2005-02-14;770.92;763.68;765.38
2005-02-15;773.49;764.08;770.4
2005-02-16;769.83;759.82;764.56
2005-02-17;768.76;760.29;764.11
2005-02-18;764.01;758.02;758.02
2005-02-21;764.2;758.14;760.86
2005-02-22;760.84;754.08;758.64
2005-02-23;761.54;750.6;759.16
2005-02-24;764.57;759.19;761.61
2005-02-25;770.03;764.17;769.89
2005-02-28;774.52;769.06;769.97
2005-03-01;774.25;765.36;772.09
2005-03-02;776.56;769.92;776.54
2005-03-03;780.03;774.77;775.55
2005-03-04;784.17;776.26;784.17
2005-03-07;787.39;778.74;780.47
2005-03-08;779.87;775.62;775.78
2005-03-09;780.08;772.71;775.63
2005-03-10;774.64;765.82;766.64
2005-03-11;774.5;768.78;771.22
2005-03-14;774.6;766.25;773.37
2005-03-15;779.52;774.16;778.35
2005-03-16;777.16;765.17;765.43
2005-03-17;768.66;764.22;766.6
2005-03-18;769.6;763.63;764.26
2005-03-21;767.37;759.22;760.17
2005-03-22;768.37;760.53;766.32
2005-03-23;769.16;759.01;769.11
2005-03-24;772.31;768.26;770.48
2005-03-29;775.24;766.56;771.08
2005-03-30;769.69;764.62;769.49
2005-03-31;775.2;769.4;770.39
2005-04-01;779.93;770.96;778.64
2005-04-04;777.62;772.52;775.46
2005-04-05;784.13;777.57;784.13
2005-04-06;789.47;783.88;789.39
2005-04-07;790.31;785.09;788.29
2005-04-08;791.48;788.53;791.09
2005-04-11;792.81;785.57;792.3
2005-04-12;792.3;786.17;787.77
2005-04-13;794.03;789.35;791.83
2005-04-14;797.19;787.38;796.37
2005-04-15;792.9;782.44;784.29
2005-04-18;783.15;768.22;772.86
2005-04-19;778.91;772.33;773.9
2005-04-20;780.77;773.08;773.1
2005-04-21;778.4;771.03;775.28
2005-04-22;787.22;781.55;785.96
2005-04-25;786.65;779.53;786.16
2005-04-26;786.73;775.73;780.32
2005-04-27;779.18;755.18;757.05
2005-04-28;760.05;742.84;748.24
2005-04-29;753.97;744.84;749.54
2005-05-02;757.47;750.11;754.79
2005-05-03;760.26;753.37;757.64
2005-05-04;760.61;755.26;756.54
2005-05-06;769.16;757.69;766.25
2005-05-09;770.26;765.02;768.8
2005-05-10;773.62;762.93;765.45
2005-05-11;768.34;760.1;762.13
2005-05-12;771.85;763.28;770.4
2005-05-13;775.34;767.55;775.2
2005-05-16;775.47;769.95;774.92
2005-05-17;778.98;773.52;776.08
2005-05-18;783.58;776.65;781.66
2005-05-19;786.46;781.64;785.11
2005-05-20;787.92;783.34;784.58
2005-05-23;787.77;783.25;784.34
2005-05-24;785.99;782.75;784.64
2005-05-25;787.21;782.56;783.17
2005-05-26;791.24;783.17;790.13
2005-05-27;793.65;787.71;790.72
2005-05-30;793.8;788.07;793.8
2005-05-31;796.92;792.31;792.39
2005-06-01;796.79;792.01;795.58
2005-06-02;797.05;789.28;789.97
2005-06-03;793.76;785.5;787.58
2005-06-07;793.85;786.21;793.48
2005-06-08;798.12;791.74;796.64
2005-06-09;797.49;793.35;794.6
2005-06-10;801.37;795.76;799.59
2005-06-13;803.35;797.85;801.17
2005-06-14;807.8;799.96;807.62
2005-06-15;809.35;802.38;804.45
2005-06-16;809.8;804.45;809.8
2005-06-17;812.59;808.35;808.62
2005-06-20;813.31;806.57;811.85
2005-06-21;818.98;812.43;818.37
2005-06-22;820.57;816.51;818.93
2005-06-23;828.93;819.5;828.23
2005-06-27;825.35;809.52;809.91
2005-06-28;816;810.49;814.28
2005-06-29;823.22;814.86;821.26
2005-06-30;825.88;818.76;822.49
2005-07-01;830.15;819.02;830.15
2005-07-04;833.95;830.04;832.34
2005-07-05;833;828.25;830.03
2005-07-06;834.63;829.13;831.58
2005-07-07;830.43;799.11;818.54
2005-07-08;832.46;819.7;832.23
2005-07-11;846.39;833.97;845.63
2005-07-12;848.08;841.2;843.81
2005-07-13;850.15;850.15;850.15
2005-07-14;849.89;849.89;849.89
2005-07-15;851.92;847.3;848.46
2005-07-18;853.08;847.4;849.75
2005-07-19;852.5;847.51;852.5
2005-07-20;851.34;843.6;846.8
2005-07-21;855.74;847.71;852.79
2005-07-22;852.52;852.52;852.52
2005-07-25;852.41;852.41;852.41
2005-07-26;859.3;852.34;854.52
2005-07-27;862.29;855.1;861.49
2005-07-28;866.81;861.61;863.8
2005-07-29;869.01;862.52;863.84
2005-08-01;866.66;861.88;862.97
2005-08-02;871.11;862.97;870.87
2005-08-03;871.15;864.78;869.22
2005-08-04;871.69;861.57;863.53
2005-08-05;860.88;860.88;860.88
2005-08-08;861;861;861
2005-08-09;863.79;858.69;863.67
2005-08-10;876.2;863.53;874.86
2005-08-11;874.28;866.72;870.16
2005-08-12;872;866;866.86
2005-08-15;867.3;867.3;867.3
2005-08-16;865.51;865.51;865.51
2005-08-17;864.93;858.27;861.34
2005-08-18;864.37;857.1;861.41
2005-08-19;868.97;860.8;866.47
2005-08-22;869.63;864.52;866.94
2005-08-23;866.36;859;859.25
2005-08-24;859.83;846.42;849.47
2005-08-25;848.9;838.9;839.94
2005-08-26;844.79;832.32;833.86
2005-08-29;842.08;826.2;841.07
2005-08-30;847.37;837.66;838.33
2005-08-31;850.26;838.28;849.51
2005-09-01;855.56;849.36;851.89
2005-09-02;853.68;845.91;853.67
2005-09-05;858.61;851.3;856.21
2005-09-06;864.47;856.59;860.39
2005-09-07;865.99;861.51;863.54
2005-09-08;865.28;858.56;860.78
2005-09-09;869.46;861.36;868.93
2005-09-12;873.66;868.05;869.58
2005-09-13;870.98;863.9;869.2
2005-09-14;874.96;867.8;873.03
2005-09-15;872.94;868.17;869.44
2005-09-16;874.63;868.66;872.43
2005-09-19;876.49;869.67;872.39
2005-09-20;875.47;869.67;872.68
2005-09-21;872.44;863.48;864.05
2005-09-22;868.41;859.16;867.9
2005-09-23;870.34;867;870.03
2005-09-26;883.04;871.19;882.83
2005-09-27;884.94;880.23;882.77
2005-09-28;892.25;882.77;890.36
2005-09-29;895.46;888.36;890.99
2005-09-30;898.98;891.96;896.29
2005-10-03;905.55;896.87;905.38
2005-10-04;906.91;900.87;902.79
2005-10-05;901.63;893.85;898.5
2005-10-06;896.18;885.54;889.51
2005-10-07;890.27;885.9;888.13
2005-10-10;895.75;824.91;892.06
2005-10-11;897.17;890.86;892.51
2005-10-12;891.93;881.69;882.77
2005-10-13;884.78;872.67;873.94
2005-10-14;879.45;872.14;876.33
2005-10-17;880.93;872.75;872.89
2005-10-18;874.35;868.62;870.06
2005-10-19;867.74;855.34;856.5
2005-10-20;866.55;857.8;858.7
2005-10-21;858.75;851;854.6
2005-10-24;864.96;852.53;863.5
2005-10-25;877.78;865.24;870.78
2005-10-26;878.72;870.17;872.91
2005-10-27;872.33;860.97;862.86
2005-10-28;865.05;856.46;862.66
2005-10-31;882.63;882.63;882.63
2005-11-01;885.81;885.81;885.81
2005-11-02;888.65;888.65;888.65
2005-11-03;898.81;889.23;898.24
2005-11-04;900.99;894.94;896.62
2005-11-07;904.29;896.96;901.61
2005-11-08;907.04;898.5;899.28
2005-11-09;902.37;895.29;900.97
2005-11-10;907;900.09;900.64
2005-11-11;914.82;902.38;914.1
2005-11-14;918.08;912.74;914.3
2005-11-15;916.34;909.72;911.53
2005-11-16;913.63;907.74;912.46
2005-11-17;917.35;912.37;914.41
2005-11-18;923.3;915.57;918.98
2005-11-21;924.88;918.44;922.74
2005-11-22;926;915.4;916.84
2005-11-23;922.59;916.83;921.71
2005-11-24;923.84;914.73;917.62
2005-11-25;923.57;916.68;919.65
2005-11-28;926.58;918.9;921.8
2005-11-29;922.74;916.56;919.32
2005-11-30;919.66;911.11;911.16
2005-12-01;927.74;911.73;927.16
2005-12-02;935.97;925.87;933.69
2005-12-05;937.65;926.98;926.98
2005-12-06;940.43;926.98;936.08
2005-12-07;940.84;935.5;936.78
2005-12-08;943.05;933.21;943.05
2005-12-09;945.29;939.66;943.16
2005-12-12;947.89;940.02;940.29
2005-12-13;943.31;937.47;942.78
2005-12-14;942.78;935.2;937.12
2005-12-15;938.71;932.8;934.79
2005-12-16;944.43;934.87;943.57
2005-12-19;947.7;941.77;943.72
2005-12-20;944.57;937.8;943.73
2005-12-21;949.5;944.31;949.27
2005-12-22;952.68;948.34;951.31
2005-12-23;959.7;951.12;958.44
2005-12-27;965.5;958.4;964.64
2005-12-28;964.39;959.43;961.12
2005-12-29;966.74;960.94;966.74
2005-12-30;966.71;959.07;960.01
2006-01-02;963.88;959.18;963.39
2006-01-03;971.79;963.37;967.6
2006-01-04;975.19;968.19;973.61
2006-01-05;974.42;971.07;972.89
2006-01-09;982.67;974.65;982.63
2006-01-10;984.22;972.45;975.42
2006-01-11;979.8;975.19;979.78
2006-01-12;979.12;972.02;976.02
2006-01-13;974.88;964.3;967.26
2006-01-16;971.93;963.03;971.64
2006-01-17;971.08;959.18;960.77
2006-01-18;958.43;940.97;941.61
2006-01-19;950.15;943.2;943.44
2006-01-20;950.23;935.87;935.87
2006-01-23;936.2;922.17;935.14
2006-01-24;938.58;928.55;929.22
2006-01-25;938.88;929.8;938.88
2006-01-26;947.41;937.99;946.16
2006-01-27;961.13;947.91;959.35
2006-01-30;962.57;956.4;958.99
2006-01-31;966.88;955.26;961.98
2006-02-01;970.76;962.42;968.9
2006-02-02;975.83;968.65;969.68
2006-02-03;970.68;961.78;963.14
2006-02-06;969.34;963.09;968.45
2006-02-07;972.21;960.9;961.71
2006-02-08;967.5;952.6;965.81
2006-02-09;978.97;965.81;977.4
2006-02-10;976.4;967.28;968.57
2006-02-13;974.14;968.58;973.37
2006-02-14;980.45;973.61;977.83
2006-02-15;979.66;974.22;976.12
2006-02-16;984.57;977.87;983.58
2006-02-17;989.9;982.89;982.89
2006-02-20;986.41;980.57;985.77
2006-02-21;997.66;986.35;993.51
2006-02-22;1002.26;991.42;1001.06
2006-02-23;1007.96;1000.41;1001.66
2006-02-24;1010.74;1001.64;1010.74
2006-02-27;1015.81;1009.15;1015.71
2006-02-28;1016.66;993.28;995.01
2006-03-01;1006.29;994.58;1006
2006-03-02;1012.39;1001.52;1005.82
2006-03-03;1011.75;1004.07;1010.05
2006-03-06;1018.85;1009.47;1014.78
2006-03-07;1014.19;1002.97;1006.28
2006-03-08;1009.15;996.95;997.44
2006-03-09;1008.99;998.02;1007.76
2006-03-10;1010.1;1002.56;1009.43
2006-03-13;1018.96;1010.6;1018.36
2006-03-14;1020.66;1014.87;1017.71
2006-03-15;1027.46;1018.88;1024.44
2006-03-16;1033.13;1022.34;1030.2
2006-03-17;1037.42;1030.6;1034.06
2006-03-20;1046.48;1035.23;1041.37
2006-03-21;1046.24;1037.76;1045.12
2006-03-22;1048.89;1038.41;1047.12
2006-03-23;1056.27;1048.29;1054.54
2006-03-24;1063.92;1053.9;1063.74
2006-03-27;1063.62;1056.66;1056.92
2006-03-28;1061.01;1051.53;1052.67
2006-03-29;1060.77;1044.98;1059.93
2006-03-30;1069.85;1061.11;1069.34
2006-03-31;1067.58;1059.06;1059.94
2006-04-03;1076.59;1060.53;1076.5
2006-04-04;1075.33;1066.14;1066.14
2006-04-05;1071.43;1065.37;1071.43
2006-04-06;1073.61;1059.7;1060.67
2006-04-07;1065.22;1055.18;1055.71
2006-04-10;1059.97;1052.32;1059.14
2006-04-11;1058;1044.82;1046.21
2006-04-12;1051.17;1037.35;1049.55
2006-04-13;1054.96;1050.14;1052.03
2006-04-18;1051.53;1044.57;1049.68
2006-04-19;1062.89;1050.37;1061.41
2006-04-20;1067.51;1058.44;1064.9
2006-04-21;1068.12;1060.15;1062.79
2006-04-24;1065.82;1049.01;1054.49
2006-04-25;1068.45;1050.8;1052.99
2006-04-26;1057;1045.07;1054.06
2006-04-27;1054.97;1038.38;1050.03
2006-04-28;1050.03;1033.78;1036.87
2006-05-02;1045.92;1033.4;1045.92
2006-05-03;1053.52;1036.94;1041.1
2006-05-04;1047.12;1033.76;1045.66
2006-05-05;1056.95;1046.25;1055.45
2006-05-08;1062.99;1053.3;1053.76
2006-05-09;1057.1;1049.48;1054.12
2006-05-10;1056.65;1045.44;1047.24
2006-05-11;1052.89;1042.56;1043.4
2006-05-12;1042.81;1013.69;1013.69
2006-05-15;1013.09;992.88;997.35
2006-05-16;1010.02;989.22;1001.63
2006-05-17;1007.23;958.18;958.19
2006-05-18;970.36;944.14;950.08
2006-05-19;960.29;946.01;951.59
2006-05-22;950.41;904.36;906.25
2006-05-23;959.77;906.84;956.05
2006-05-24;958.43;933.18;933.27
2006-05-26;972.79;936.82;972.79
2006-05-29;979.34;966.74;971.17
2006-05-30;972.34;937.47;937.47
2006-05-31;952.22;915.52;948.05
2006-06-01;962.8;936.53;962.29
2006-06-02;980.77;954.69;954.69
2006-06-05;955.92;944.24;951.29
2006-06-07;950.1;926.7;932.79
2006-06-08;929.84;892.33;892.33
2006-06-09;918.26;895.33;917.5
2006-06-12;918.65;900.97;902.16
2006-06-13;899.76;870.05;878.16
2006-06-14;899.85;879.7;899.72
2006-06-15;924.8;896.63;924.8
2006-06-16;940.51;909.79;909.79
2006-06-19;930.59;908.59;920.86
2006-06-20;921.64;908.43;919.12
2006-06-21;926.95;915.67;925.23
2006-06-22;941.99;925.05;928.72
2006-06-26;934.94;926.23;928.56
2006-06-27;935.78;915.98;915.98
2006-06-28;926.21;907.61;917.17
2006-06-29;943.04;918.36;942.52
2006-06-30;960.94;944.92;956.49
2006-07-03;963.28;953.32;961.24
2006-07-04;967.12;958.58;965.42
2006-07-05;964.82;950.58;952.44
2006-07-06;961.16;951.25;960.57
2006-07-07;959.97;947.3;949.62
2006-07-10;954.32;942.11;954.1
2006-07-11;951.71;937.82;939.37
2006-07-12;946.57;936.23;937.87
2006-07-13;937.27;915.9;921.49
2006-07-14;920.9;903.87;906.05
2006-07-17;908.44;893.87;899.35
2006-07-18;906.83;890.62;893.57
2006-07-19;929.54;895.36;929.54
2006-07-20;935.64;925.55;928.55
2006-07-21;928.38;913.14;914.6
2006-07-24;931.96;913.41;931.96
2006-07-25;937.79;927.82;928.69
2006-07-26;945.07;929.89;944.62
2006-07-27;953.42;944.11;951.98
2006-07-28;955.78;945.06;955.05
2006-07-31;961.56;946.22;946.26
2006-08-01;946.62;930.65;932.04
2006-08-02;942.3;933.24;942.21
2006-08-03;943.74;932.74;938.38
2006-08-04;949.28;938.38;944.97
2006-08-07;943.18;930.58;932.1
2006-08-08;938.72;928.75;932.75
2006-08-09;942.41;921.66;941.06
2006-08-10;939.86;922.66;932.94
2006-08-11;941.37;930.46;937.13
2006-08-14;947.01;937.24;945.37
2006-08-15;960.15;940.54;959.33
2006-08-16;969.35;957.21;967.99
2006-08-17;980.05;968.08;979.85
2006-08-18;983.15;975.36;978.15
2006-08-21;981.91;973.03;977.69
2006-08-22;985.17;974.98;982.92
2006-08-23;982.92;971.96;972.19
2006-08-24;978.76;964.67;971.78
2006-08-25;979.85;972.21;972.59
2006-08-28;980.23;968.68;978.3
2006-08-29;991.66;978.9;985.46
2006-08-30;996.78;986.66;993.9
2006-08-31;999.01;989.73;994.16
2006-09-01;1001.48;993.35;997.57
2006-09-04;1013.43;998.66;1011.58
2006-09-05;1014.82;1005.74;1008.25
2006-09-06;1009.5;999.25;1001.94
2006-09-07;999.56;986.24;989.53
2006-09-08;999.2;990.65;999.08
2006-09-11;999.68;989.36;993.11
2006-09-12;1012.8;993.11;1011.69
2006-09-13;1023.78;1012.88;1022.14
2006-09-14;1033.61;1022.73;1027.87
2006-09-15;1031.65;1022.81;1025.47
2006-09-18;1036.77;1026.53;1032.11
2006-09-19;1034.75;1024.79;1026.69
2006-09-20;1042.56;1026.02;1039.97
2006-09-21;1045.25;1037.6;1041.08
2006-09-22;1039.88;1026;1028.69
2006-09-25;1033.69;1013.35;1017.35
2006-09-26;1027.68;1018.89;1025.2
2006-09-27;1041.29;1026.4;1040.65
2006-09-28;1044.37;1035.87;1038.7
2006-09-29;1046.69;1038.77;1039.34
2006-10-02;1047.23;1038.89;1043.36
2006-10-03;1043.06;1027.78;1034.15
2006-10-04;1047.9;1035.05;1046.87
2006-10-05;1060.8;1048.96;1060.34
2006-10-06;1063.9;1054.21;1059.82
2006-10-09;1067.59;1058.43;1066.93
2006-10-10;1071.35;1065.41;1071.3
2006-10-11;1083.03;1064.97;1080.17
2006-10-12;1097.4;1082.35;1097.27
2006-10-13;1098.59;1090.33;1092.12
2006-10-16;1095.95;1087.81;1093.3
2006-10-17;1093.02;1077.35;1077.5
2006-10-18;1092.33;1076.82;1091.28
2006-10-19;1095.34;1087.65;1089.89
2006-10-20;1098.39;1089.91;1094.22
2006-10-23;1101.92;1089.82;1099.16
2006-10-24;1101.98;1093.88;1097.79
2006-10-25;1107.82;1097.27;1099.81
2006-10-26;1106.84;1093.67;1094.62
2006-10-27;1099.17;1081.64;1088.3
2006-10-30;1087.1;1076.98;1082.87
2006-10-31;1089.08;1082.88;1085.56
2006-11-01;1096.87;1085.06;1094.91
2006-11-02;1093.89;1075.2;1084.96
2006-11-03;1087.31;1081.34;1084.86
2006-11-06;1102.86;1085.16;1102.86
2006-11-07;1110.23;1103.45;1108.71
2006-11-08;1109.73;1101.86;1107.58
2006-11-09;1116.86;1106.07;1107.17
2006-11-10;1105.91;1095.45;1099.37
2006-11-13;1107.04;1097.01;1106.59
2006-11-14;1113.34;1101.64;1103.27
2006-11-15;1118.1;1105.67;1117.95
2006-11-16;1121.76;1112.2;1112.24
2006-11-17;1113.84;1096.94;1098.82
2006-11-20;1108.27;1090.51;1106.54
2006-11-21;1111.45;1101.58;1109.55
2006-11-22;1119.35;1105.22;1107.53
2006-11-23;1111.28;1103.76;1108.65
2006-11-24;1107.75;1088.21;1089.75
2006-11-27;1090.09;1057.89;1058.07
2006-11-28;1066.39;1043.72;1061.87
2006-11-29;1085.56;1063.07;1085.14
2006-11-30;1088.46;1067.94;1068.07
2006-12-01;1078.97;1055.49;1059.84
2006-12-04;1075.39;1057.89;1074.67
2006-12-05;1090.11;1075.27;1089.62
2006-12-06;1092.31;1084.53;1086.48
2006-12-07;1097.7;1083.3;1096.19
2006-12-08;1097.22;1087.01;1095.93
2006-12-11;1111.59;1097.13;1111.59
2006-12-12;1130.03;1109.73;1130.03
2006-12-13;1132.43;1121.55;1128.69
2006-12-14;1133.02;1119.58;1128.93
2006-12-15;1139.54;1127.14;1139.05
2006-12-18;1144.39;1137.14;1138.82
2006-12-19;1137.62;1123.67;1126.55
2006-12-20;1140.99;1128.05;1136.45
2006-12-21;1139.32;1133.01;1138.45
2006-12-22;1145.02;1138;1141.49
2006-12-27;1151.11;1141.79;1150.25
2006-12-28;1151.12;1145.22;1150.07
2006-12-29;1153.16;1146.81;1147.27
2007-01-02;1164.37;1147.14;1164.12
2007-01-03;1164.38;1151.02;1158.38
2007-01-04;1156.87;1140.93;1149.58
2007-01-05;1148.53;1138.06;1147.22
2007-01-08;1151.17;1140.16;1144.48
2007-01-09;1153.66;1142.97;1143.09
2007-01-10;1142.49;1128.49;1133.05
2007-01-11;1161.81;1133.95;1160.04
2007-01-12;1165.2;1155.02;1159.46
2007-01-15;1177.31;1160.36;1173.87
2007-01-16;1178.28;1168.69;1170.63
2007-01-17;1180.88;1170.22;1175.9
2007-01-18;1181.5;1167.64;1173.59
2007-01-19;1182.34;1170.24;1180.57
2007-01-22;1190.87;1180.03;1181.35
2007-01-23;1183.4;1171.83;1175.13
2007-01-24;1181.63;1174.59;1177.89
2007-01-25;1192.09;1177.59;1185.82
2007-01-26;1185.46;1174.6;1177.35
2007-01-29;1181.87;1173.64;1178.88
2007-01-30;1191.5;1172.69;1190.26
2007-01-31;1193.67;1183.54;1185.98
2007-02-01;1201.65;1187.56;1191.71
2007-02-02;1191.79;1183.3;1187.09
2007-02-05;1196.38;1186.95;1192.64
2007-02-06;1206.18;1192.94;1201.03
2007-02-07;1207.19;1196.4;1206.02
2007-02-08;1205.42;1186.28;1193.62
2007-02-09;1201.67;1194.82;1201.15
2007-02-12;1200.25;1184.67;1187.12
2007-02-13;1193.93;1185.81;1190.1
2007-02-14;1212.24;1191.3;1212.24
2007-02-15;1222.56;1212.08;1220.37
2007-02-16;1220.37;1211.38;1215.04
2007-02-19;1226.48;1215.63;1221.45
2007-02-20;1225.45;1206.55;1211.47
2007-02-21;1218.67;1205.15;1207.26
2007-02-22;1217.64;1207.25;1207.73
2007-02-23;1219.76;1205.35;1218.32
2007-02-26;1232.99;1218.32;1229.65
2007-02-27;1228.45;1171.21;1183.07
2007-02-28;1180.07;1152.6;1157.84
2007-03-01;1176;1130.14;1151.18
2007-03-02;1169.64;1143.24;1159.55
2007-03-05;1156.24;1119.09;1147.93
2007-03-06;1160.57;1145.89;1148.57
2007-03-07;1167.25;1149.47;1164.44
2007-03-08;1187.24;1165.64;1187.24
2007-03-09;1197.2;1174.32;1188.88
2007-03-12;1201.14;1185.35;1191.53
2007-03-13;1194.43;1175.68;1175.75
2007-03-14;1172.74;1136.77;1136.83
2007-03-15;1166.73;1139.08;1166.73
2007-03-16;1177.01;1158.47;1166.98
2007-03-19;1190.43;1169.69;1188.73
2007-03-20;1196.38;1180.09;1196.26
2007-03-21;1209.56;1195.92;1204.67
2007-03-22;1228.39;1207.37;1223.57
2007-03-23;1226.82;1217.86;1221.85
2007-03-26;1222.35;1204.47;1206.26
2007-03-27;1219.59;1207.46;1214.63
2007-03-28;1214.33;1196.41;1201.14
2007-03-29;1215.19;1202.04;1214.28
2007-03-30;1220.34;1210.29;1214.41
2007-04-02;1225.98;1205.81;1225.98
2007-04-03;1247.19;1226.7;1245.57
2007-04-04;1250.5;1236.4;1241.43
2007-04-05;1244.38;1236.85;1242.18
2007-04-10;1258.58;1241.5;1255.73
2007-04-11;1263.71;1246.09;1249.19
2007-04-12;1255.24;1236.12;1253.21
2007-04-13;1263.91;1253.09;1263.53
2007-04-16;1277.9;1261.85;1277.64
2007-04-17;1280.77;1267.51;1278.27
2007-04-18;1277.96;1262.44;1271.75
2007-04-19;1270.55;1252.17;1267.38
2007-04-20;1287.5;1265.27;1282.18
2007-04-23;1285.85;1273.62;1278.43
2007-04-24;1278.73;1256.51;1260.99
2007-04-25;1269.13;1256.89;1264.73
2007-04-26;1280.34;1262.62;1274.8
2007-04-27;1274.19;1257.84;1264.61
2007-04-30;1277;1262.41;1273.83
2007-05-02;1274.99;1260.95;1267.79
2007-05-03;1268.4;1249.42;1256.75
2007-05-04;1266.47;1249.9;1264.19
2007-05-07;1273.16;1263.59;1272.62
2007-05-08;1272.92;1237.98;1240.59
2007-05-09;1249.98;1227.61;1239.7
2007-05-10;1243.84;1221.69;1221.69
2007-05-11;1244.61;1208.16;1240.39
2007-05-14;1255;1241.04;1254.45
2007-05-15;1261.4;1246.84;1257.6
2007-05-16;1261.78;1253.35;1259.27
2007-05-18;1272.15;1259.26;1269.46
2007-05-21;1278.53;1262.53;1263.3
2007-05-22;1270.94;1252.7;1255.49
2007-05-23;1279.17;1255.15;1279.17
2007-05-24;1284.43;1266.96;1273.09
2007-05-25;1275.13;1266.14;1269.04
2007-05-28;1276.82;1269.35;1275.09
2007-05-29;1280.52;1268.7;1271.01
2007-05-30;1270.39;1254.3;1261.27
2007-05-31;1281.31;1262.5;1276.32
2007-06-01;1293.46;1276.56;1292.02
2007-06-04;1296.08;1280.86;1284.82
2007-06-05;1291.49;1276.86;1281.04
2007-06-07;1279.72;1227.48;1232.8
2007-06-08;1243.53;1211.4;1238.91
2007-06-11;1254.26;1240.39;1249.7
2007-06-12;1259.1;1230.38;1237.4
2007-06-13;1247.43;1226.21;1244.43
2007-06-14;1269.46;1245.54;1267.73
2007-06-15;1279.93;1267.37;1276.03
2007-06-18;1288.1;1276.77;1288.09
